ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),UOM (Items),Rate (Items)
,,,,,,00ebfc3248,MIS0005,1.0,Nos,0.0
,,,,,,a3712f982d,MIS0009,100.0,Nos,0.0
,,,,,,5f9dc5977f,PCK0006,1.0,Nos,0.0
,,,,,,16b013704e,PCK0012,1.0,Nos,0.0
,,,,,,e3f6ff2021,PTC0059,1.0,Nos,0.0
,,,,,,033ce52d76,PTC0060,1.0,Nos,0.0
,,,,,,e4b4893426,PTC0061,1.0,Nos,0.0
,,,,,,e8d217e91f,PTC0068,1.0,Nos,0.0
,,,,,,71964c4d5a,PTC0069,1.0,Nos,0.0
,,,,,,3570b2d21f,PTC0070,1.0,Nos,0.0
,,,,,,6936ae7c75,PTC0071,1.0,Nos,0.0
,,,,,,a284973683,PTC0077,1.0,Nos,0.0
,,,,,,162ac40b70,PTC0078,1.0,Nos,0.0
,,,,,,9bb1272a80,RBP0010,1.0,Nos,0.0
,,,,,,dc9b8df8c5,STK0001,1.0,Nos,0.0
,,,,,,28ff5784b4,STK0002,1.0,Nos,0.0
,,,,,,fa998a472f,STK0003,1.0,Nos,0.0
,,,,,,5936345dae,STK0004,1.0,Nos,0.0
,,,,,,fda56da33b,STK0005,1.0,Nos,0.0
,,,,,,1a98592162,STK0006,1.0,Nos,0.0
,,,,,,6c2db6325a,STK0009,1.0,Nos,0.0
,,,,,,ebbc830ca3,STK0014,1.0,Nos,0.0
,,,,,,856c4d75a9,STK0023,1.0,Nos,0.0
,,,,,,6b11d9ba22,STK0025,1.0,Nos,0.0
,,,,,,1f2f700780,STK0026,1.0,Nos,0.0
,,,,,,17003b2eaa,TNK0020,1.0,Nos,0.0
,,,,,,1052e809f1,PCK0019,1.0,Nos,0.0
,,,,,,7832ce593f,WIH0001,1.0,Nos,0.0
,,,,,,29f70c3321,WIH0002,1.0,Nos,0.0
,,,,,,8bc7ba40ff,PCK0010,1400.0,Meter,0.0
,,,,,,83b4411720,PCK0001,3700.0,Millimeter,0.0
,,,,,,11538791ee,PCK0009,1400.0,Millimeter,0.0
,,,,,,bacb337bc0,CEM0001,228.0,Gram,0.0
,,,,,,11bc4d9d73,CEM0002,190.0,Gram,0.0
BOM-TEM0000018-001,TEM0000018,Real Appliances Private Limited,1.0,INR,1.0,db2fd69b86,MIS0008,0.278,Square Meter,0.0
,,,,,,c02e34d305,WIH0006,1.0,Set,0.0
,,,,,,a433fdaca8,ELE0004,1.0,Nos,0.0
,,,,,,7b42026429,ASP0008,1.0,Nos,0.0
,,,,,,9394b24969,BRK0006,1.0,Nos,0.0
,,,,,,0a3f05665c,ELC0006,1.0,Nos,0.0
,,,,,,56496dcce0,ELC0009,1.0,Nos,0.0
,,,,,,215b674756,HRD0002,3.0,Nos,0.0
,,,,,,0dd4c6f69b,HRD0004,6.0,Nos,0.0
,,,,,,57afb6e9c4,HRD0007,1.0,Nos,0.0
,,,,,,d54cdc8e6c,HRD0009,7.0,Nos,0.0
,,,,,,0602ce2f8a,HRD0016,1.0,Nos,0.0
,,,,,,a2ce4cc76e,HRD0017,2.0,Nos,0.0
,,,,,,64be90d103,HRD0021,6.0,Nos,0.0
,,,,,,582fbe4be1,HRD0022,3.0,Nos,0.0
,,,,,,958c0d392f,HRD0023,5.0,Nos,0.0
,,,,,,b45cc0b46c,HRD0024,3.0,Nos,0.0
,,,,,,8c6aa3b779,HRD0026,3.0,Nos,0.0
,,,,,,edfc409194,HRD0027,3.0,Nos,0.0
,,,,,,48c3e92670,HRD0029,3.0,Nos,0.0
,,,,,,98d12105ea,IMP0002,1.0,Nos,0.0
,,,,,,350db1e05f,HRD0030,1.0,Nos,0.0
,,,,,,875cfd398c,MIS0001,1.0,Nos,0.0
,,,,,,dccba3625a,MIS0003,1.0,Nos,0.0
,,,,,,1bc7493f9c,HRD0031,1.0,Nos,0.0
,,,,,,cfd8428fc8,MIS0009,100.0,Nos,0.0
,,,,,,69842c27c3,PCK0006,1.0,Nos,0.0
,,,,,,2c3267a0cb,PCK0011,1.0,Nos,0.0
,,,,,,020b96ef17,PB0000094,1.0,Nos,0.0
,,,,,,620bedd208,PAI0050,1.0,Nos,0.0
,,,,,,3fb747fecf,PTC0024,1.0,Nos,0.0
,,,,,,3088f14246,PTC0025,1.0,Nos,0.0
,,,,,,b2c70d7a45,PTC0026,1.0,Nos,0.0
,,,,,,1c22c8b5dc,PTC0027,1.0,Nos,0.0
,,,,,,ddd3bdb160,PTC0066,1.0,Nos,0.0
,,,,,,8728d24609,PTC0067,1.0,Nos,0.0
,,,,,,1b494776b1,PTC0073,1.0,Nos,0.0
,,,,,,e86df9cf5f,PTC0077,1.0,Nos,0.0
,,,,,,2378f164ca,RBP0002,1.0,Nos,0.0
,,,,,,aa39f125f8,RBP0009,1.0,Nos,0.0
,,,,,,2f15721bfe,STK0001,1.0,Nos,0.0
,,,,,,15780b560c,STK0002,1.0,Nos,0.0
,,,,,,eb48f813fc,STK0003,1.0,Nos,0.0
,,,,,,83d5f8ddb7,STK0004,1.0,Nos,0.0
,,,,,,40ca9ced77,STK0005,1.0,Nos,0.0
,,,,,,586817e84f,STK0006,1.0,Nos,0.0
,,,,,,b7555a08d1,STK0009,1.0,Nos,0.0
,,,,,,4fba106d02,STK0013,1.0,Nos,0.0
,,,,,,88fe2bf891,STK0023,1.0,Nos,0.0
,,,,,,0fff89f7a5,STK0025,1.0,Nos,0.0
,,,,,,0b1397f54f,STK0026,1.0,Nos,0.0
,,,,,,bd7946ef77,STK0039,1.0,Nos,0.0
,,,,,,a5c77e7d5e,TNK0008,1.0,Nos,0.0
,,,,,,6972c11668,PCK0019,1.0,Nos,0.0
,,,,,,95db0ae516,WIH0003,1.0,Nos,0.0
,,,,,,6c653b4047,WIH0004,1.0,Nos,0.0
,,,,,,8a6165b769,PCK0010,1100.0,Meter,0.0
,,,,,,7cf6d7b5d0,PCK0001,3700.0,Millimeter,0.0
,,,,,,98f544eaeb,PCK0009,1100.0,Millimeter,0.0
BOM-TEM0000017-001,TEM0000017,Real Appliances Private Limited,1.0,INR,1.0,40679ee952,MIS0008,0.278,Square Meter,0.0
,,,,,,c4e5e4920c,ELE0004,1.0,Nos,0.0
,,,,,,12b3ea184e,ASP0007,1.0,Nos,0.0
,,,,,,072eaa2ace,ELC0006,1.0,Nos,0.0
,,,,,,784e3cd9af,ELC0008,1.0,Nos,0.0
,,,,,,faa62e0bf3,ELC0009,1.0,Nos,0.0
,,,,,,8210a022e5,HRD0002,20.0,Nos,0.0
,,,,,,4e22b0b5da,HRD0006,4.0,Nos,0.0
,,,,,,4a680aa5af,HRD0009,4.0,Nos,0.0
,,,,,,098f1137af,HRD0015,4.0,Nos,0.0
,,,,,,fa4e8308ea,HRD0020,4.0,Nos,0.0
,,,,,,cd8a0e06fb,HRD0021,4.0,Nos,0.0
,,,,,,58a6534504,HRD0024,3.0,Nos,0.0
,,,,,,3772c54cba,HRD0026,4.0,Nos,0.0
,,,,,,f74081d443,HRD0027,2.0,Nos,0.0
,,,,,,e76e823c54,HRD0029,3.0,Nos,0.0
,,,,,,6cf5774ba1,IMP0003,1.0,Nos,0.0
,,,,,,ea9e2db018,MIS0001,1.0,Nos,0.0
,,,,,,68bb9c92bc,HRD0030,1.0,Nos,0.0
,,,,,,b76300f92a,MIS0003,1.0,Nos,0.0
,,,,,,8b8bb86152,HRD0031,1.0,Nos,0.0
,,,,,,816d191194,MIS0009,2.0,Nos,0.0
,,,,,,302df83506,MIS0010,1.0,Nos,0.0
,,,,,,f7d84b59cd,PCK0011,1.0,Nos,0.0
,,,,,,7f8d806cd3,PAI0023,1.0,Nos,0.0
,,,,,,15fd3f49e2,PAI0041,1.0,Nos,0.0
,,,,,,29cb7d7b8c,PTC0046,1.0,Nos,0.0
,,,,,,f5709edd0e,PTC0047,1.0,Nos,0.0
,,,,,,01e8fc3b92,PTC0048,1.0,Nos,0.0
,,,,,,03992ef83f,PTC0077,1.0,Nos,0.0
,,,,,,645b003a6b,PTC0078,1.0,Nos,0.0
,,,,,,4a24b5d9d0,RBP0002,1.0,Nos,0.0
,,,,,,8a8f89da6a,RBP0005,1.0,Nos,0.0
,,,,,,b00422778a,RBP0006,1.0,Nos,0.0
,,,,,,7d21cab6cf,RBP0009,1.0,Nos,0.0
,,,,,,ce6c991cf0,RBP0015,1.0,Nos,0.0
,,,,,,35717f8889,STK0002,1.0,Nos,0.0
,,,,,,f55bbcba6a,STK0004,1.0,Nos,0.0
,,,,,,040fb2f6b4,STK0005,1.0,Nos,0.0
,,,,,,469b095924,STK0006,1.0,Nos,0.0
,,,,,,ee2cbb1887,STK0009,1.0,Nos,0.0
,,,,,,308b14791e,STK0019,1.0,Nos,0.0
,,,,,,a3c439e7a5,STK0023,1.0,Nos,0.0
,,,,,,acbc6b1bc9,STK0025,1.0,Nos,0.0
,,,,,,f1aae528c2,STK0026,1.0,Nos,0.0
,,,,,,366ff37b23,STK0039,1.0,Nos,0.0
,,,,,,524269eee0,TNK0008,1.0,Nos,0.0
,,,,,,71128fa4fe,PCK0019,1.0,Nos,0.0
,,,,,,e9942bb715,WIH0001,1400.0,Nos,0.0
,,,,,,1df398d062,WIH0002,3700.0,Nos,0.0
,,,,,,a92986cc41,PCK0010,3700.0,Meter,0.0
,,,,,,103b1e5642,PCK0001,1400.0,Millimeter,0.0
BOM-TEM0000020-001,TEM0000020,Real Appliances Private Limited,1.0,INR,1.0,f6fc8881f5,MIS0008,0.479,Square Meter,0.0
,,,,,,9a5b505cea,ELE0006,1.0,Nos,0.0
,,,,,,6b700d5ca9,ASP0010,1.0,Nos,0.0
,,,,,,a4641e25ff,ELC0006,1.0,Nos,0.0
,,,,,,2112661cde,ELC0009,1.0,Nos,0.0
,,,,,,a3659097f9,HRD0002,10.0,Nos,0.0
,,,,,,64d23e1973,HRD0003,2.0,Nos,0.0
,,,,,,470053d2a6,HRD0007,2.0,Nos,0.0
,,,,,,30764d1c98,HRD0010,4.0,Nos,0.0
,,,,,,09b99f61b4,HRD0020,6.0,Nos,0.0
,,,,,,6183f388ce,HRD0024,3.0,Nos,0.0
,,,,,,4de0fe9294,HRD0025,9.0,Nos,0.0
,,,,,,efb0511033,HRD0028,1.0,Nos,0.0
,,,,,,a6bd1feb64,HRD0029,3.0,Nos,0.0
,,,,,,be3f203318,IMP0002,1.0,Nos,0.0
,,,,,,e134bcc41d,HRD0030,1.0,Nos,0.0
,,,,,,5e167fd239,MIS0001,1.0,Nos,0.0
,,,,,,67e47b7414,MIS0003,1.0,Nos,0.0
,,,,,,a675f42d33,MIS0005,1.0,Nos,0.0
,,,,,,f246b74862,HRD0031,1.0,Nos,0.0
,,,,,,92a53fb072,MIS0009,1.0,Nos,0.0
,,,,,,d165882b58,PCK0004,1.0,Nos,0.0
,,,,,,39e13f6940,PCK0011,1.0,Nos,0.0
,,,,,,ce6bde0f53,PCK0014,1.0,Nos,0.0
,,,,,,d28f9593fe,PAI0003,1.0,Nos,0.0
,,,,,,3484c5031a,PAI0006,1.0,Nos,0.0
,,,,,,ea70d66c9c,PAI0007,1.0,Nos,0.0
,,,,,,c9931efa6e,PAI0026,1.0,Nos,0.0
,,,,,,542ef1e414,PAI0041,2.0,Nos,0.0
,,,,,,f47879e99f,PTC0070,1.0,Nos,0.0
,,,,,,74c8301b47,PTC0071,1.0,Nos,0.0
,,,,,,255798f9ab,PTC0077,1.0,Nos,0.0
,,,,,,e49a757b23,PTC0078,1.0,Nos,0.0
,,,,,,05d5acee26,RBP0002,1.0,Nos,0.0
,,,,,,a161041ec4,RBP0004,1.0,Nos,0.0
,,,,,,563c33caca,RBP0007,2.0,Nos,0.0
,,,,,,d58d71f2fb,RBP0009,1.0,Nos,0.0
,,,,,,faadc3f5e0,STK0001,1.0,Nos,0.0
,,,,,,85d5cf0b31,STK0002,1.0,Nos,0.0
,,,,,,9551fd3047,STK0003,1.0,Nos,0.0
,,,,,,63dbec7186,STK0004,1.0,Nos,0.0
,,,,,,62a82de96a,STK0005,1.0,Nos,0.0
,,,,,,b1a57ecd4a,STK0006,1.0,Nos,0.0
,,,,,,4ecf7bff5c,STK0009,1.0,Nos,0.0
,,,,,,8ec920097a,STK0013,1.0,Nos,0.0
,,,,,,33cc587c40,STK0019,1.0,Nos,0.0
,,,,,,a5eebfd045,STK0023,1.0,Nos,0.0
,,,,,,1e09bcbf72,STK0025,1.0,Nos,0.0
,,,,,,e7fb1ed2fa,STK0026,1.0,Nos,0.0
,,,,,,5f8357680f,STK0029,1.0,Nos,0.0
,,,,,,96743394c2,STK0030,1.0,Nos,0.0
,,,,,,e9d6664a92,STK0039,1.0,Nos,0.0
,,,,,,51830f1c65,TNK0009,1.0,Nos,0.0
,,,,,,1048eaf86d,PCK0013,1.0,Nos,0.0
,,,,,,a9673b9510,WIH0001,1.0,Nos,0.0
,,,,,,3dad4fb0e7,RBP0019,2240.0,Millimeter,0.0
,,,,,,48615988c8,MIS0012,3000.0,Millimeter,0.0
,,,,,,62f6bdaa3c,PCK0001,4000.0,Millimeter,0.0
,,,,,,fe472c3f2e,CON0001,1.0,Gram,0.0
,,,,,,1f799861a0,CON0002,1.0,Gram,0.0
,,,,,,eb39561702,CON0003,1.0,Gram,0.0
,,,,,,d6e79065d6,CON0004,1.0,Gram,0.0
BOM-TEM0000022-001,TEM0000022,Real Appliances Private Limited,1.0,INR,1.0,05f8cb4d47,MIS0008,0.479,Square Meter,0.0
,,,,,,0a6fc3b32d,WIH0006,1.0,Set,0.0
,,,,,,e222f643c9,ELE0006,1.0,Nos,0.0
,,,,,,b4a64d8356,ASP0011,1.0,Nos,0.0
,,,,,,d9f7a5eb30,BRK0004,1.0,Nos,0.0
,,,,,,82b67428f1,ELC0006,1.0,Nos,0.0
,,,,,,340626ae2b,ELC0009,1.0,Nos,0.0
,,,,,,653220512a,HRD0002,3.0,Nos,0.0
,,,,,,833aef78d0,HRD0004,11.0,Nos,0.0
,,,,,,9fd831c95c,HRD0007,2.0,Nos,0.0
,,,,,,548b9e60d4,HRD0009,1.0,Nos,0.0
,,,,,,28203e8cf5,HRD0017,3.0,Nos,0.0
,,,,,,8ca5efc235,HRD0020,3.0,Nos,0.0
,,,,,,062f418013,HRD0021,6.0,Nos,0.0
,,,,,,06de59be65,HRD0023,5.0,Nos,0.0
,,,,,,68dbfbed5e,HRD0024,3.0,Nos,0.0
,,,,,,39bc03c2bc,HRD0026,3.0,Nos,0.0
,,,,,,9449e4546c,HRD0027,3.0,Nos,0.0
,,,,,,10f08fd103,HRD0029,3.0,Nos,0.0
,,,,,,0eee4d1263,IMP0001,1.0,Nos,0.0
,,,,,,e631730d9a,IMP0004,1.0,Nos,0.0
,,,,,,f0d9b71e4c,HRD0030,1.0,Nos,0.0
,,,,,,c8e3de4b9d,MIS0001,1.0,Nos,0.0
,,,,,,ffd58b7cff,MIS0003,1.0,Nos,0.0
,,,,,,6152e43700,MIS0007,1.0,Nos,0.0
,,,,,,10c7051b79,HRD0031,1.0,Nos,0.0
,,,,,,5f127ea644,MIS0009,100.0,Nos,0.0
,,,,,,1.018146E+067,PCK0004,1.0,Nos,0.0
,,,,,,541eeaee60,PCK0011,1.0,Nos,0.0
,,,,,,62c4f13781,PAI0046,1.0,Nos,0.0
,,,,,,4683cf67d5,PTC0017,1.0,Nos,0.0
,,,,,,0de1deab3d,PTC0018,1.0,Nos,0.0
,,,,,,978fea767a,PTC0019,1.0,Nos,0.0
,,,,,,bd25a7d5e6,PTC0066,1.0,Nos,0.0
,,,,,,a0dd7ac70e,PTC0067,1.0,Nos,0.0
,,,,,,9964fb32ac,PTC0072,1.0,Nos,0.0
,,,,,,70b919e399,PTC0076,1.0,Nos,0.0
,,,,,,89905a29cf,PTC0077,1.0,Nos,0.0
,,,,,,58e2c4fb30,PTC0078,1.0,Nos,0.0
,,,,,,b5634b6905,RBP0002,2.0,Nos,0.0
,,,,,,84507d77aa,RBP0009,1.0,Nos,0.0
,,,,,,208b830de7,STK0001,1.0,Nos,0.0
,,,,,,4ee218a3a6,STK0002,1.0,Nos,0.0
,,,,,,f95a2d79ae,STK0003,1.0,Nos,0.0
,,,,,,f6d125a243,STK0004,1.0,Nos,0.0
,,,,,,2194ec7160,STK0005,1.0,Nos,0.0
,,,,,,6848aa8a6c,STK0006,1.0,Nos,0.0
,,,,,,36a83715c7,STK0009,1.0,Nos,0.0
,,,,,,cb1ee6fd46,STK0013,1.0,Nos,0.0
,,,,,,704c4a0421,STK0019,1.0,Nos,0.0
,,,,,,f13884133d,STK0023,1.0,Nos,0.0
,,,,,,bd5d30c803,STK0025,1.0,Nos,0.0
,,,,,,936b2d5512,STK0029,1.0,Nos,0.0
,,,,,,94f27de418,STK0038,1.0,Nos,0.0
,,,,,,f32ef68e54,TNK0010,1.0,Nos,0.0
,,,,,,5c1f917b62,PCK0021,1.0,Nos,0.0
,,,,,,e2e89db797,PCK0030,1.0,Nos,0.0
,,,,,,5cb097b44a,WIH0003,1.0,Nos,0.0
,,,,,,cbbe61ccc9,WIH0004,1.0,Nos,0.0
,,,,,,2966a68149,MIS0012,1.0,Millimeter,0.0
,,,,,,db8baaa1c9,PCK0001,4200.0,Millimeter,0.0
,,,,,,44e09e07ea,PCK0009,1180.0,Millimeter,0.0
,,,,,,1e94df63b3,CON0001,1.0,Gram,0.0
,,,,,,941c86acbc,CON0002,1.0,Gram,0.0
,,,,,,62a613f4ef,CON0003,1.0,Gram,0.0
,,,,,,fd09286350,CON0004,1.0,Gram,0.0
BOM-TEM0000024-001,TEM0000024,Real Appliances Private Limited,1.0,INR,1.0,259c75d4d7,MIS0008,0.479,Square Meter,0.0
,,,,,,0198d49394,WIH0007,1.0,Set,0.0
,,,,,,a8e5a71331,ELE0004,1.0,Nos,0.0
,,,,,,6b5f0a8c2a,ASP0010,1.0,Nos,0.0
,,,,,,1c10a948f7,ELC0006,1.0,Nos,0.0
,,,,,,1d0a6a81e0,ELC0008,1.0,Nos,0.0
,,,,,,c711a659ff,ELC0009,1.0,Nos,0.0
,,,,,,ca9918d502,HRD0002,21.0,Nos,0.0
,,,,,,3d35d94c35,HRD0020,4.0,Nos,0.0
,,,,,,49ecdae45a,HRD0021,2.0,Nos,0.0
,,,,,,35da1ab4b7,HRD0024,3.0,Nos,0.0
,,,,,,d86c0ae384,HRD0025,4.0,Nos,0.0
,,,,,,4370231344,HRD0026,4.0,Nos,0.0
,,,,,,609f78f545,HRD0027,2.0,Nos,0.0
,,,,,,e1a9d574f4,HRD0029,3.0,Nos,0.0
,,,,,,28177521bc,HRD0030,1.0,Nos,0.0
,,,,,,6868e73a5c,MIS0001,1.0,Nos,0.0
,,,,,,bf30676f20,MIS0003,1.0,Nos,0.0
,,,,,,45c362e47b,HRD0031,1.0,Nos,0.0
,,,,,,928b3e42b3,MIS0009,100.0,Nos,0.0
,,,,,,ad3a951d38,MIS0010,2.0,Nos,0.0
,,,,,,b4d1539a04,PCK0004,1.0,Nos,0.0
,,,,,,2770e175bb,PCK0011,1.0,Nos,0.0
,,,,,,537f08f642,PAI0028,1.0,Nos,0.0
,,,,,,3f3f26f626,PAI0041,2.0,Nos,0.0
,,,,,,9aed770202,PTC0047,2.0,Nos,0.0
,,,,,,db08b28275,PTC0049,1.0,Nos,0.0
,,,,,,8aa62b06aa,PTC0050,1.0,Nos,0.0
,,,,,,838dbce960,PTC0077,1.0,Nos,0.0
,,,,,,24c3158698,PTC0078,1.0,Nos,0.0
,,,,,,61dd770a63,RBP0002,1.0,Nos,0.0
,,,,,,e0734f75b6,RBP0005,1.0,Nos,0.0
,,,,,,3.64158E+231,RBP0006,1.0,Nos,0.0
,,,,,,49f9210ee4,RBP0009,1.0,Nos,0.0
,,,,,,46cd1bc162,RBP0015,1.0,Nos,0.0
,,,,,,764c06887a,STK0002,1.0,Nos,0.0
,,,,,,2568010809,STK0004,1.0,Nos,0.0
,,,,,,b0460f9d2c,STK0005,1.0,Nos,0.0
,,,,,,8cc184479d,STK0006,1.0,Nos,0.0
,,,,,,4b52f43d0d,STK0009,1.0,Nos,0.0
,,,,,,fe0c6c98aa,STK0013,1.0,Nos,0.0
,,,,,,2141fc3b3c,STK0019,1.0,Nos,0.0
,,,,,,79141e1e33,STK0023,1.0,Nos,0.0
,,,,,,df8ee82d47,STK0025,1.0,Nos,0.0
,,,,,,97c191e96a,STK0026,1.0,Nos,0.0
,,,,,,00150ee221,STK0029,1.0,Nos,0.0
,,,,,,33e8bb3b7b,STK0030,1.0,Nos,0.0
,,,,,,b66008fd2b,STK0038,1.0,Nos,0.0
,,,,,,5ea00037ec,STK0039,1.0,Nos,0.0
,,,,,,b1741c46c1,TNK0010,1.0,Nos,0.0
,,,,,,fa4a61d2a4,PCK0010,1100.0,Meter,0.0
,,,,,,288ee42d41,MIS0012,1.0,Millimeter,0.0
,,,,,,02340dc42f,PCK0001,3700.0,Millimeter,0.0
,,,,,,a9bcdc7702,PCK0009,1100.0,Millimeter,0.0
,,,,,,25a0e4d8a3,CON0001,1.0,Gram,0.0
,,,,,,5aa339164e,CON0002,1.0,Gram,0.0
,,,,,,8b7516104e,CON0003,1.0,Gram,0.0
,,,,,,4dee162e14,CON0004,1.0,Gram,0.0
BOM-TEM0000023-001,TEM0000023,Real Appliances Private Limited,1.0,INR,1.0,5343f6108a,MIS0008,0.45,Square Meter,0.0
,,,,,,a18ba874de,WIH0006,1.0,Set,0.0
,,,,,,b83f3720cb,ELE0006,1.0,Nos,0.0
,,,,,,96185cc22c,ASP0011,1.0,Nos,0.0
,,,,,,40838cacb9,BRK0007,1.0,Nos,0.0
,,,,,,1b639967d8,ELC0006,1.0,Nos,0.0
,,,,,,d17571ead1,ELC0009,1.0,Nos,0.0
,,,,,,1b298f2426,HRD0002,3.0,Nos,0.0
,,,,,,7ea1cb0295,HRD0004,7.0,Nos,0.0
,,,,,,4b018f6d0e,HRD0007,1.0,Nos,0.0
,,,,,,9af0ed348a,HRD0009,7.0,Nos,0.0
,,,,,,d93e638bb5,HRD0017,4.0,Nos,0.0
,,,,,,5e54d4cb72,HRD0021,6.0,Nos,0.0
,,,,,,eed9a985c6,HRD0022,4.0,Nos,0.0
,,,,,,c08dde48a9,HRD0023,8.0,Nos,0.0
,,,,,,ade93b86d6,HRD0024,3.0,Nos,0.0
,,,,,,a93a87c645,HRD0026,3.0,Nos,0.0
,,,,,,77aa6dd089,HRD0029,3.0,Nos,0.0
,,,,,,c61566a793,IMP0002,1.0,Nos,0.0
,,,,,,c29eaf957e,HRD0030,1.0,Nos,0.0
,,,,,,5329647d52,MIS0001,1.0,Nos,0.0
,,,,,,fc66ad4f98,MIS0003,1.0,Nos,0.0
,,,,,,02a1557188,HRD0031,1.0,Nos,0.0
,,,,,,eb7238704d,MIS0009,100.0,Nos,0.0
,,,,,,666fb438bb,PCK0004,1.0,Nos,0.0
,,,,,,938bbbe5ff,PCK0011,1.0,Nos,0.0
,,,,,,4255e246c3,PAI0051,1.0,Nos,0.0
,,,,,,81b1bced61,PTC0028,1.0,Nos,0.0
,,,,,,38a147e0fe,PTC0029,1.0,Nos,0.0
,,,,,,8ebf76093f,PTC0030,1.0,Nos,0.0
,,,,,,98a6189bb6,PTC0031,1.0,Nos,0.0
,,,,,,2681b01610,PTC0066,1.0,Nos,0.0
,,,,,,3115223ffe,PTC0067,1.0,Nos,0.0
,,,,,,6fd5abaac3,PTC0073,1.0,Nos,0.0
,,,,,,e7559d92f9,PTC0077,1.0,Nos,0.0
,,,,,,cfdd27a9ae,PTC0078,1.0,Nos,0.0
,,,,,,56856aae77,RBP0002,1.0,Nos,0.0
,,,,,,761f71fe2c,RBP0009,1.0,Nos,0.0
,,,,,,45a0dc8231,STK0001,1.0,Nos,0.0
,,,,,,31f7ad80c9,STK0002,1.0,Nos,0.0
,,,,,,6a546c46ee,STK0003,1.0,Nos,0.0
,,,,,,fec6f977bd,STK0004,1.0,Nos,0.0
,,,,,,2b0a27d2b4,STK0005,1.0,Nos,0.0
,,,,,,4da32b403f,STK0006,1.0,Nos,0.0
,,,,,,0bbfd0c5d6,STK0009,1.0,Nos,0.0
,,,,,,26cfd77b75,STK0013,1.0,Nos,0.0
,,,,,,442216494c,STK0023,1.0,Nos,0.0
,,,,,,c3e48694be,STK0025,1.0,Nos,0.0
,,,,,,f6803b40f4,STK0026,1.0,Nos,0.0
,,,,,,c8efec4f50,STK0029,1.0,Nos,0.0
,,,,,,9dd03098b1,STK0030,1.0,Nos,0.0
,,,,,,335c6ce7b2,STK0039,1.0,Nos,0.0
,,,,,,93803d126a,TNK0010,1.0,Nos,0.0
,,,,,,6d5835f029,PCK0013,1.0,Nos,0.0
,,,,,,661b9533fa,WIH0003,1.0,Nos,0.0
,,,,,,1b6594a80a,WIH0004,1.0,Nos,0.0
,,,,,,5d965df7d7,PCK0010,1180.0,Meter,0.0
,,,,,,0fa57835cf,PCK0001,4000.0,Millimeter,0.0
BOM-TEM0000025-001,TEM0000025,Real Appliances Private Limited,1.0,INR,1.0,832c4771e8,PCK0025,1.0,Set,0.0
,,,,,,26bc4ce5af,ELE0011,1.0,Nos,0.0
,,,,,,35b16c7173,HRD0001,10.0,Nos,0.0
,,,,,,475bf68c53,HRD0002,2.0,Nos,0.0
,,,,,,65dfb20bd9,HRD0007,3.0,Nos,0.0
,,,,,,c4392c9f06,HRD0011,3.0,Nos,0.0
,,,,,,a1bcca3a4c,HRD0012,5.0,Nos,0.0
,,,,,,6a7dd025a9,HRD0013,5.0,Nos,0.0
,,,,,,45c0de2a5d,IMP0002,1.0,Nos,0.0
,,,,,,1d7b44617f,IMP0001,1.0,Nos,0.0
,,,,,,00ed4f37f8,HRD0034,1.0,Nos,0.0
,,,,,,78deb245ff,IMP0007,1.0,Nos,0.0
,,,,,,03d9495767,HRD0032,1.0,Nos,0.0
,,,,,,846077ec15,MIS0002,1.0,Nos,0.0
,,,,,,19147ac3c3,MIS0003,1.0,Nos,0.0
,,,,,,c9ff793bce,MIS0009,100.0,Nos,0.0
,,,,,,6963cf510f,PCK0004,1.0,Nos,0.0
,,,,,,df299cb4d2,PCK0012,1.0,Nos,0.0
,,,,,,77ea795ab1,PTC0032,1.0,Nos,0.0
,,,,,,efb7f3e3db,PTC0039,1.0,Nos,0.0
,,,,,,79904a2787,PTC0040,1.0,Nos,0.0
,,,,,,ed2f2b6afc,PTC0041,1.0,Nos,0.0
,,,,,,bf42a24e68,PTC0068,1.0,Nos,0.0
,,,,,,5ad4b3174b,PTC0069,1.0,Nos,0.0
,,,,,,5cbfdc173d,PTC0070,1.0,Nos,0.0
,,,,,,71ff861a3d,PTC0071,1.0,Nos,0.0
,,,,,,1285c24860,PTC0076,1.0,Nos,0.0
,,,,,,607e880eea,PTC0077,1.0,Nos,0.0
,,,,,,b45569a829,PTC0078,1.0,Nos,0.0
,,,,,,ca5d98f96c,RBP0010,1.0,Nos,0.0
,,,,,,45360a557f,STK0001,1.0,Nos,0.0
,,,,,,1b28d2f326,STK0002,1.0,Nos,0.0
,,,,,,9dc48a8c56,STK0003,1.0,Nos,0.0
,,,,,,b415a9c7ba,STK0005,1.0,Nos,0.0
,,,,,,2adabb89b7,STK0006,1.0,Nos,0.0
,,,,,,f5d54b1ec7,STK0009,1.0,Nos,0.0
,,,,,,fc5e71c73f,STK0014,1.0,Nos,0.0
,,,,,,1509326bb4,STK0023,1.0,Nos,0.0
,,,,,,c7c5d1be91,STK0025,1.0,Nos,0.0
,,,,,,e3e8be7b00,STK0026,1.0,Nos,0.0
,,,,,,4d4aa413b8,STK0029,1.0,Nos,0.0
,,,,,,1170404537,STK0030,1.0,Nos,0.0
,,,,,,7202c31836,TNK0022,1.0,Nos,0.0
,,,,,,1fe4164540,WIH0002,1.0,Nos,0.0
